Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Tab Angle (deg),Angular Position (deg)
5.105000000000115890e+00,4.403645059695325017e+02,6.364706307073679881e+01,-2.413520049000271103e-02,-3.460515490717761544e+00,-2.937862701624697870e+00
5.107500000000116280e+00,4.405236058173929905e+02,6.361569041869518770e+01,-2.531185059937333601e-02,-3.460515490717761544e+00,-2.941370824196731348e+00
5.110000000000116671e+00,4.406826272375287203e+02,6.358432464918033844e+01,-2.648760087182672890e-02,-3.460515490717761544e+00,-2.945043453455513660e+00
5.112500000000117062e+00,4.408415702471464215e+02,6.355296576268519715e+01,-2.766244795396469169e-02,-3.460515490717761544e+00,-2.948880668342402700e+00
5.115000000000117453e+00,4.410004348634537337e+02,6.352161375925602727e+01,-2.883639769384391260e-02,-3.460515490717761544e+00,-2.952882564237554686e+00
5.117500000000117844e+00,4.411592211036581830e+02,6.349026863844679269e+01,-3.000943896187763943e-02,-3.460515490717761544e+00,-2.957049247847467477e+00
5.120000000000118234e+00,4.413179289849659312e+02,6.345893039938742675e+01,-3.118168849104124493e-02,-3.460515490717761544e+00,-2.961380825470227851e+00
5.122500000000118625e+00,4.414765585245808097e+02,6.342759904077134081e+01,-3.235311275890238175e-02,-3.460515490717761544e+00,-2.965877432559615112e+00
5.125000000000119016e+00,4.416351097397029548e+02,6.339627456077332823e+01,-3.352369047789105494e-02,-3.460515490717761544e+00,-2.970539222242369437e+00
5.127500000000119407e+00,4.417935826475276713e+02,6.336495695709577092e+01,-3.469339595727267272e-02,-3.460515490717761544e+00,-2.975366328799239568e+00
5.130000000000119798e+00,4.419519772652443521e+02,6.333364622695808066e+01,-3.586237839322185816e-02,-3.460515490717761544e+00,-2.980358908195347656e+00
5.132500000000120188e+00,4.421102936100351712e+02,6.330234236719217478e+01,-3.703053196805277530e-02,-3.460515490717761544e+00,-2.985517137366429985e+00
5.135000000000120579e+00,4.422685316990740603e+02,6.327104537418933461e+01,-3.819801864189661944e-02,-3.460515490717761544e+00,-2.990841187961935876e+00
5.137500000000120970e+00,4.424266915495257990e+02,6.323975524384622560e+01,-3.936467930568762069e-02,-3.275594748140510326e+00,-2.996331264460537547e+00
5.140000000000121361e+00,4.425847731785444807e+02,6.320847197157507225e+01,-3.698435534457762686e-02,-3.275594748140510326e+00,-3.001872222012890390e+00
5.142500000000121751e+00,4.427427766032725458e+02,6.317719555236571694e+01,-3.460688292851508280e-02,-3.275594748140510326e+00,-3.007071741000268084e+00
5.145000000000122142e+00,4.429007018408397016e+02,6.314592598080072605e+01,-3.223218722122096758e-02,-3.275594748140510326e+00,-3.011930530345582113e+00
5.147500000000122533e+00,4.430585489083618427e+02,6.311466325098137276e+01,-2.986037571523118828e-02,-3.275594748140510326e+00,-3.016449312003735006e+00
5.150000000000122924e+00,4.432163178229398568e+02,6.308340735662829957e+01,-2.749150530036598150e-02,-3.275594748140510326e+00,-3.020628819028797984e+00
5.152500000000123315e+00,4.433740086016587156e+02,6.305215829108977488e+01,-2.512549610264666611e-02,-3.275594748140510326e+00,-3.024469793945261831e+00
5.155000000000123705e+00,4.435316212615866220e+02,6.302091604731452890e+01,-2.276249906882801474e-02,-3.275594748140510326e+00,-3.027972965020775398e+00
5.157500000000124096e+00,4.436891558197738163e+02,6.298968061787126516e+01,-2.040241052840229691e-02,-3.275594748140510326e+00,-3.031139090849060302e+00
5.160000000000124487e+00,4.438466122932517806e+02,6.295845199493651734e+01,-1.804523807966157412e-02,-3.275594748140510326e+00,-3.033968917312739766e+00
5.162500000000124878e+00,4.440039906990322152e+02,6.292723017037417321e+01,-1.569102224291271316e-02,-3.275594748140510326e+00,-3.036463188193613050e+00
5.165000000000125269e+00,4.441612910541063570e+02,6.289601513571307123e+01,-1.333975094092512519e-02,-3.275594748140510326e+00,-3.038622644525452721e+00
5.167500000000125659e+00,4.443185133754440699e+02,6.286480688212535739e+01,-1.099140273769526333e-02,-3.275594748140510326e+00,-3.040448042881170654e+00
5.170000000000126050e+00,4.444756576799929348e+02,6.283360540048592924e+01,-8.646090386004832637e-03,-3.275594748140510326e+00,-3.041940132928290019e+00
5.172500000000126441e+00,4.446327239846775115e+02,6.280241068135045879e+01,-6.303830690076683146e-03,-3.275594748140510326e+00,-3.043099670380118749e+00
5.175000000000126832e+00,4.447897123063986555e+02,6.277122271504941153e+01,-3.964577903105191703e-03,-3.275594748140510326e+00,-3.043927416065724589e+00
5.177500000000127223e+00,4.449466226620328371e+02,6.274004149164002087e+01,-1.628312990919345959e-03,-3.275594748140510326e+00,-3.044424114476658172e+00
5.180000000000127613e+00,4.451034550684316287e+02,6.270886700091489985e+01,7.049402093437999277e-04,-3.275594748140510326e+00,-3.044590514026127348e+00
5.182500000000128004e+00,4.452602095424208528e+02,6.267769923240194174e+01,3.035157790137277354e-03,-3.275594748140510326e+00,-3.044427361659055808e+00
5.185000000000128395e+00,4.454168861008000135e+02,6.264653817538961533e+01,5.362369753963126817e-03,-3.275594748140510326e+00,-3.043935398080026999e+00
5.187500000000128786e+00,4.455734847603417279e+02,6.261538381895611138e+01,7.686506543795634458e-03,-3.275594748140510326e+00,-3.043115359860240066e+00
5.190000000000129177e+00,4.457300055377911576e+02,6.258423615197975920e+01,1.000753323968935418e-02,-3.275594748140510326e+00,-3.041967989799238214e+00
5.192500000000129567e+00,4.458864484498656111e+02,6.255309516319420027e+01,1.232557683750786469e-02,-3.275594748140510326e+00,-3.040494019272153015e+00
5.195000000000129958e+00,4.460428135132540888e+02,6.252196084117816355e+01,1.464051611955565976e-02,-3.275594748140510326e+00,-3.038694180187231364e+00
5.197500000000130349e+00,4.461991007446170556e+02,6.249083317440162233e+01,1.695235883104532354e-02,-3.275594748140510326e+00,-3.036569190837312693e+00
5.200000000000130740e+00,4.463553101605860434e+02,6.245971215122410314e+01,1.926119202016692011e-02,-3.275594748140510326e+00,-3.034119770496785495e+00
5.202500000000131131e+00,4.465114417777633662e+02,6.242859775986818249e+01,2.156684584241372327e-02,-3.275594748140510326e+00,-3.031346626478812478e+00
5.205000000000131521e+00,4.466674956127218934e+02,6.239748998851268169e+01,2.386937557325646830e-02,-3.275594748140510326e+00,-3.028250474073360010e+00
