0.4799998, 0, 0, 15.85059, 4.529256, 0, 476.2803, -1272.454, -5.798054, 0.01928791, 0.1567104, 27.89206, 2.92007, 2.680418, 106.8379
0.6499997, -0.0246445, -0.00345719, 20.41674, 4.715789, 0.63540037975412299607042, 914.883, -1273.558, -5.798054, 0.01928791, 0.1567104, 38.66621, 2.92007, 2.677839, 107.3426
 
0.6599997, -0.02498811, -0.003703635, 20.69253, 4.727145, 0.6240631471434064978452220025, 945.8918, -1273.623, -5.798054, 0.01928791, 0.1567104, 39.31664, 2.92007, 2.677688, 107.3723
 
0.6699997, -0.02532869, -0.003953516, 20.96908, 4.738507, 0.61303307528955846686816, 977.5071, -1273.689, -5.798054, 0.01928791, 0.1567104, 39.96894, 2.92007, 2.677536, 107.402
 
0.6799996, -0.02566614, -0.004206803, 21.2464, 4.749875, 0.6022970703059585689927620025, 1009.733, -1273.754, -5.798054, 0.01928791, 0.1567104, 40.6231, 2.92007, 2.677384, 107.4317
 
0.6899996, -0.02600024, -0.004463464, 21.52403, 4.760807, 0.59183996510728100415668, 1042.574, -1273.819, -5.798054, 0.01928791, 0.1567104, 41.27912, 2.92007, 2.677233, 107.4614
 
0.6999996, -0.026331, -0.004723467, 21.80333, 4.772627, 0.5816505207741760338951020025, 1076.037, -1273.885, -5.798054, 0.01928791, 0.1567104, 41.93706, 2.92007, 2.677081, 107.4911
 
0.7099996, -0.02665809, -0.004986777, 22.08252, 4.783572, 0.57171466137853585560548, 1110.124, -1273.95, -5.798054, 0.01928791, 0.1567104, 42.59685, 2.92007, 2.676929, 107.5208
 
0.7199996, -0.0269813, -0.005253358, 22.36336, 4.795401, 0.56202060242240282325032, 1144.84, -1274.016, -5.798054, 0.01928791, 0.1567104, 43.25853, 2.92007, 2.676778, 107.5505
 
0.7299996, -0.02730059, -0.005523171, 22.64408, 4.806357, 0.5525585234908149596914220025, 1180.19, -1274.082, -5.798054, 0.01928791, 0.1567104, 43.9221, 2.92007, 2.676626, 107.5802
 
