accel,1406246,0.00390625,-0.927734,0.0234375
imu,1400817,0.696045,0.717529,0.0463867,0.458015,-0.877863,0.244275
baro,1406344,95318,17.65
accel,1406345,0.00195312,-0.931641,0.0273438
imu,1400822,0.696167,0.717529,0.046875,0.473282,-0.885496,0.244275
baro,1406439,95317,17.65
accel,1406440,0.00195312,-0.931641,0.0273438
imu,1401305,0.696045,0.716797,0.0426025,0.40458,-0.969466,0.198473
baro,1406521,95317,17.66
accel,1406546,0.00195312,-0.935547,0.0273438
imu,1401310,0.695435,0.717407,0.0430908,0.381679,-0.954198,0.145038
baro,1406591,95316,17.68
accel,1406628,0.00390625,-0.9375,0.0292969
imu,1401315,0.695801,0.716919,0.0437012,0.366412,-0.961832,0.21374
accel,1406636,0.00585938,-0.935547,0.0292969
imu,1401320,0.695312,0.717407,0.0424805,0.435115,-0.954198,0.183206
baro,1406735,95317,17.65
accel,1406736,0.00390625,-0.933594,0.0273438
imu,1401325,0.696167,0.716919,0.043335,0.473282,-0.89313,0.175573
baro,1406885,95315,17.63
accel,1406886,0.00585938,-0.929688,0.0253906
imu,1401330,0.695312,0.716675,0.0429688,0.427481,-0.923664,0.19084
accel,1406924,0.0078125,-0.933594,0.0273438
imu,1401805,0.694214,0.717163,0.0491943,0.412214,-0.984733,0.175573
baro,1407022,95315,17.62
accel,1407023,0.0078125,-0.935547,0.0253906
imu,1401810,0.695435,0.717651,0.0483398,0.381679,-0.992366,0.183206
baro,1407094,95316,17.64
accel,1407095,0.00195312,-0.929688,0.0273438
imu,1401815,0.694946,0.717529,0.0480957,0.320611,-1.00763,0.21374
accel,1407126,0.00195312,-0.929688,0.0253906
imu,1401820,0.69519,0.717896,0.0484619,0.358779,-1.01527,0.145038
baro,1407219,95315,17.63
gps,1407219,2023,1,21,22,35,36,191230,1061,1,7,35.348,-117.809,579.824,609.854,-1.283,1.379,105.165,2.313,46.2381,3.22
accel,1407220,0.00585938,-0.935547,0.0253906
imu,1401825,0.69519,0.717407,0.0476074,0.351145,-1.01527,0.21374
baro,1407304,95316,17.65
accel,1407305,0.00585938,-0.935547,0.0273438
imu,1401830,0.694946,0.717896,0.0480957,0.320611,-1.0229,0.221374
baro,1407382,95316,17.66
accel,1407401,0.00390625,-0.929688,0.0292969
imu,1401835,0.695435,0.717163,0.0477295,0.328244,-1.05344,0.229008
accel,1407405,0.00390625,-0.929688,0.0292969
imu,1402289,0.695801,0.717651,0.045166,0.366412,-0.931298,0.21374
baro,1407555,95317,17.62
accel,1407556,0.00585938,-0.927734,0.0234375
imu,1402294,0.696167,0.717285,0.0432129,0.419847,-0.908397,0.21374
baro,1407627,95316,17.64
accel,1407628,0.0078125,-0.931641,0.0273438
imu,1402299,0.695801,0.716675,0.0444336,0.427481,-0.923664,0.19084
baro,1407695,95316,17.67
accel,1407696,0.00585938,-0.931641,0.0292969
imu,1402304,0.696533,0.716797,0.0447998,0.40458,-0.908397,0.167939
baro,1407771,95317,17.68
accel,1407795,0.0078125,-0.933594,0.0292969
imu,1402309,0.695068,0.716553,0.0446777,0.40458,-0.877863,0.160305
accel,1407799,0.0078125,-0.933594,0.0292969
imu,1402314,0.696045,0.716064,0.0460205,0.465649,-0.885496,0.198473
baro,1407894,95317,17.66
accel,1407895,0,-0.933594,0.0253906
imu,1402748,0.69519,0.716919,0.0465088,0.412214,-1.01527,0.198473
baro,1407966,95316,17.67
accel,1407967,0.00195312,-0.933594,0.0292969
imu,1402753,0.696045,0.717163,0.0458984,0.40458,-0.992366,0.19084
accel,1408007,0.00390625,-0.931641,0.0273438
imu,1402758,0.696045,0.717529,0.0461426,0.40458,-1,0.21374
baro,1408111,95316,17.64
accel,1408112,0.00390625,-0.935547,0.0273438
imu,1402763,0.695312,0.716553,0.0461426,0.366412,-1,0.160305
baro,1408194,95317,17.65
gps,1408195,2023,1,21,22,35,37,186718,1061,1,7,35.348,-117.809,580.887,610.917,-1.315,1.337,105.165,2.333,46.2608,3.22
accel,1408196,0.0078125,-0.931641,0.0234375
